perf,type,difficulty,sessionID_x,userID
66.66666666666667,SO,1,16,995
63.63636363636363,SO,2,16,995
60.0,SO,3,16,995
85.0,NO,1,17,995
80.0,NO,2,17,995
50.0,NO,3,17,995
95.0,DO,1,17,995
82.3529411764706,DO,2,17,995
38.888888888888886,DO,3,17,995
100.0,SO,1,17,995
100.0,SO,2,17,995
66.66666666666667,SO,3,17,995
95.0,NO,1,18,995
85.0,NO,2,18,995
40.0,NO,3,18,995
100.0,DO,1,18,995
84.61538461538461,DO,2,18,995
75.0,DO,3,18,995
100.0,SO,1,18,995
100.0,SO,2,18,995
33.333333333333336,SO,3,18,995
100.0,NO,1,19,995
50.0,NO,2,19,995
45.0,NO,3,19,995
89.47368421052632,DO,1,19,995
55.55555555555556,DO,2,19,995
72.72727272727273,DO,3,19,995
100.0,SO,1,19,995
66.66666666666667,SO,2,19,995
100.0,SO,3,19,995
95.0,NO,1,20,995
75.0,NO,2,20,995
55.0,NO,3,20,995
90.0,DO,1,20,995
72.22222222222223,DO,2,20,995
38.46153846153846,DO,3,20,995
92.85714285714286,SO,1,20,995
83.33333333333333,SO,2,20,995
58.333333333333336,SO,3,20,995
90.0,NO,1,1,996
55.0,NO,2,1,996
45.0,NO,3,1,996
90.0,DO,1,1,996
50.0,DO,2,1,996
30.0,DO,3,1,996
80.0,SO,1,1,996
57.142857142857146,SO,2,1,996
46.15384615384615,SO,3,1,996
80.0,NO,1,2,996
60.0,NO,2,2,996
55.0,NO,3,2,996
87.5,DO,1,2,996
60.0,DO,2,2,996
35.714285714285715,DO,3,2,996
84.21052631578948,SO,1,2,996
37.5,SO,2,2,996
28.571428571428573,SO,3,2,996
85.0,NO,1,3,996
50.0,NO,2,3,996
45.0,NO,3,3,996
70.58823529411765,DO,1,3,996
68.75,DO,2,3,996
50.0,DO,3,3,996
89.47368421052632,SO,1,3,996
38.46153846153846,SO,2,3,996
28.571428571428573,SO,3,3,996
80.0,NO,1,4,996
55.0,NO,2,4,996
35.0,NO,3,4,996
66.66666666666667,DO,1,4,996
71.42857142857143,DO,2,4,996
36.36363636363637,DO,3,4,996
83.33333333333333,SO,1,4,996
46.666666666666664,SO,2,4,996
73.33333333333333,SO,3,4,996
90.0,NO,1,5,996
55.0,NO,2,5,996
50.0,NO,3,5,996
94.73684210526316,DO,1,5,996
62.5,DO,2,5,996
47.36842105263158,DO,3,5,996
90.0,SO,1,5,996
61.111111111111114,SO,2,5,996
66.66666666666667,SO,3,5,996
95.0,NO,1,6,996
60.0,NO,2,6,996
20.0,NO,3,6,996
95.0,DO,1,6,996
78.94736842105263,DO,2,6,996
17.647058823529413,DO,3,6,996
95.0,SO,1,6,996
61.53846153846154,SO,2,6,996
38.46153846153846,SO,3,6,996
100.0,NO,1,7,996
35.0,NO,2,7,996
45.0,NO,3,7,996
95.0,DO,1,7,996
29.41176470588235,DO,2,7,996
42.10526315789474,DO,3,7,996
100.0,SO,1,7,996
60.0,SO,2,7,996
50.0,SO,3,7,996
95.0,NO,1,8,996
50.0,NO,2,8,996
45.0,NO,3,8,996
100.0,DO,1,8,996
36.8421052631579,DO,2,8,996
68.42105263157895,DO,3,8,996
100.0,SO,1,8,996
33.333333333333336,SO,2,8,996
22.22222222222222,SO,3,8,996
80.0,NO,1,9,996
70.0,NO,2,9,996
30.0,NO,3,9,996
94.44444444444444,DO,1,9,996
35.294117647058826,DO,2,9,996
42.10526315789474,DO,3,9,996
94.73684210526316,SO,1,9,996
75.0,SO,2,9,996
33.333333333333336,SO,3,9,996
100.0,NO,1,10,996
55.0,NO,2,10,996
45.0,NO,3,10,996
100.0,DO,1,10,996
63.1578947368421,DO,2,10,996
33.333333333333336,DO,3,10,996
100.0,SO,1,10,996
50.0,SO,2,10,996
50.0,SO,3,10,996
80.0,NO,1,11,996
65.0,NO,2,11,996
50.0,NO,3,11,996
89.47368421052632,DO,1,11,996
72.22222222222223,DO,2,11,996
56.25,DO,3,11,996
83.33333333333333,SO,1,11,996
50.0,SO,2,11,996
46.15384615384615,SO,3,11,996
100.0,NO,1,12,996
60.0,NO,2,12,996
35.0,NO,3,12,996
100.0,DO,1,12,996
55.55555555555556,DO,2,12,996
63.63636363636363,DO,3,12,996
100.0,SO,1,12,996
50.0,SO,2,12,996
40.0,SO,3,12,996
95.0,NO,1,13,996
65.0,NO,2,13,996
45.0,NO,3,13,996
100.0,DO,1,13,996
36.36363636363637,DO,2,13,996
25.0,DO,3,13,996
95.0,SO,1,13,996
50.0,SO,2,13,996
23.076923076923077,SO,3,13,996
85.0,NO,1,14,996
75.0,NO,2,14,996
25.0,NO,3,14,996
100.0,DO,1,14,996
92.85714285714286,DO,2,14,996
50.0,DO,3,14,996
89.47368421052632,SO,1,14,996
88.23529411764706,SO,2,14,996
35.294117647058826,SO,3,14,996
100.0,NO,1,15,996
65.0,NO,2,15,996
45.0,NO,3,15,996
100.0,DO,1,15,996
63.1578947368421,DO,2,15,996
14.285714285714286,DO,3,15,996
100.0,SO,1,15,996
55.0,SO,2,15,996
55.55555555555556,SO,3,15,996
95.0,NO,1,16,996
60.0,NO,2,16,996
70.0,NO,3,16,996
100.0,DO,1,16,996
52.94117647058823,DO,2,16,996
66.66666666666667,DO,3,16,996
100.0,SO,1,16,996
14.285714285714286,SO,2,16,996
85.71428571428571,SO,3,16,996
100.0,NO,1,17,996
100.0,NO,2,17,996
60.0,NO,3,17,996
100.0,DO,1,17,996
95.0,DO,2,17,996
33.333333333333336,DO,3,17,996
100.0,SO,1,17,996
100.0,SO,2,17,996
43.75,SO,3,17,996
85.0,NO,1,18,996
90.0,NO,2,18,996
35.0,NO,3,18,996
100.0,DO,1,18,996
94.73684210526316,DO,2,18,996
18.75,DO,3,18,996
100.0,SO,1,18,996
94.44444444444444,SO,2,18,996
43.75,SO,3,18,996
100.0,NO,1,19,996
100.0,NO,2,19,996
45.0,NO,3,19,996
100.0,DO,1,19,996
95.0,DO,2,19,996
25.0,DO,3,19,996
100.0,SO,1,19,996
95.0,SO,2,19,996
46.15384615384615,SO,3,19,996
85.0,NO,1,20,996
60.0,NO,2,20,996
55.0,NO,3,20,996
78.94736842105263,DO,1,20,996
87.5,DO,2,20,996
42.857142857142854,DO,3,20,996
89.47368421052632,SO,1,20,996
68.75,SO,2,20,996
77.77777777777777,SO,3,20,996
90.0,NO,1,1,997
75.0,NO,2,1,997
30.0,NO,3,1,997
100.0,DO,1,1,997
86.66666666666667,DO,2,1,997
42.857142857142854,DO,3,1,997
94.11764705882354,SO,1,1,997
93.75,SO,2,1,997
25.0,SO,3,1,997
85.0,NO,1,2,997
60.0,NO,2,2,997
40.0,NO,3,2,997
90.0,DO,1,2,997
50.0,DO,2,2,997
50.0,DO,3,2,997
83.33333333333333,SO,1,2,997
53.84615384615385,SO,2,2,997
46.15384615384615,SO,3,2,997
70.0,NO,1,3,997
65.0,NO,2,3,997
40.0,NO,3,3,997
100.0,DO,1,3,997
88.88888888888889,DO,2,3,997
21.428571428571427,DO,3,3,997
95.0,SO,1,3,997
77.77777777777777,SO,2,3,997
14.285714285714286,SO,3,3,997
95.0,NO,1,4,997
75.0,NO,2,4,997
45.0,NO,3,4,997
63.1578947368421,DO,1,4,997
73.6842105263158,DO,2,4,997
75.0,DO,3,4,997
85.0,SO,1,4,997
70.58823529411765,SO,2,4,997
53.333333333333336,SO,3,4,997
90.0,NO,1,5,997
35.0,NO,2,5,997
55.0,NO,3,5,997
73.6842105263158,DO,1,5,997
63.1578947368421,DO,2,5,997
52.94117647058823,DO,3,5,997
88.88888888888889,SO,1,5,997
50.0,SO,2,5,997
47.05882352941177,SO,3,5,997
100.0,NO,1,6,997
85.0,NO,2,6,997
45.0,NO,3,6,997
100.0,DO,1,6,997
85.0,DO,2,6,997
42.10526315789474,DO,3,6,997
100.0,SO,1,6,997
94.73684210526316,SO,2,6,997
60.0,SO,3,6,997
75.0,NO,1,7,997
40.0,NO,2,7,997
55.0,NO,3,7,997
70.58823529411765,DO,1,7,997
52.63157894736842,DO,2,7,997
33.333333333333336,DO,3,7,997
95.0,SO,1,7,997
68.75,SO,2,7,997
29.41176470588235,SO,3,7,997
85.0,NO,1,8,997
55.0,NO,2,8,997
40.0,NO,3,8,997
94.11764705882354,DO,1,8,997
61.111111111111114,DO,2,8,997
56.25,DO,3,8,997
85.0,SO,1,8,997
73.33333333333333,SO,2,8,997
50.0,SO,3,8,997
100.0,NO,1,9,997
80.0,NO,2,9,997
95.0,NO,3,9,997
100.0,DO,1,9,997
75.0,DO,2,9,997
85.0,DO,3,9,997
100.0,SO,1,9,997
100.0,SO,2,9,997
85.71428571428571,SO,3,9,997
85.0,NO,1,10,997
80.0,NO,2,10,997
70.0,NO,3,10,997
78.94736842105263,DO,1,10,997
75.0,DO,2,10,997
65.0,DO,3,10,997
100.0,SO,1,10,997
89.47368421052632,SO,2,10,997
35.0,SO,3,10,997
85.0,NO,1,11,997
85.0,NO,2,11,997
55.0,NO,3,11,997
75.0,DO,1,11,997
68.42105263157895,DO,2,11,997
50.0,DO,3,11,997
94.44444444444444,SO,1,11,997
75.0,SO,2,11,997
82.3529411764706,SO,3,11,997
75.0,NO,1,12,997
35.0,NO,2,12,997
85.0,NO,3,12,997
80.0,DO,1,12,997
36.8421052631579,DO,2,12,997
80.0,DO,3,12,997
85.0,SO,1,12,997
52.94117647058823,SO,2,12,997
89.47368421052632,SO,3,12,997
100.0,NO,1,13,997
85.0,NO,2,13,997
45.0,NO,3,13,997
90.0,DO,1,13,997
100.0,DO,2,13,997
66.66666666666667,DO,3,13,997
94.73684210526316,SO,1,13,997
83.33333333333333,SO,2,13,997
31.25,SO,3,13,997
85.0,NO,1,14,997
65.0,NO,2,14,997
50.0,NO,3,14,997
63.1578947368421,DO,1,14,997
55.0,DO,2,14,997
47.36842105263158,DO,3,14,997
52.94117647058823,SO,1,14,997
66.66666666666667,SO,2,14,997
50.0,SO,3,14,997
65.0,NO,1,15,997
75.0,NO,2,15,997
50.0,NO,3,15,997
89.47368421052632,DO,1,15,997
88.23529411764706,DO,2,15,997
50.0,DO,3,15,997
100.0,SO,1,15,997
84.21052631578948,SO,2,15,997
66.66666666666667,SO,3,15,997
70.0,NO,1,16,997
55.0,NO,2,16,997
35.0,NO,3,16,997
90.0,DO,1,16,997
47.05882352941177,DO,2,16,997
33.333333333333336,DO,3,16,997
64.70588235294117,SO,1,16,997
50.0,SO,2,16,997
26.666666666666668,SO,3,16,997
100.0,NO,1,17,997
80.0,NO,2,17,997
35.0,NO,3,17,997
94.73684210526316,DO,1,17,997
88.23529411764706,DO,2,17,997
31.57894736842105,DO,3,17,997
94.73684210526316,SO,1,17,997
75.0,SO,2,17,997
33.333333333333336,SO,3,17,997
75.0,NO,1,18,997
55.0,NO,2,18,997
50.0,NO,3,18,997
73.6842105263158,DO,1,18,997
47.05882352941177,DO,2,18,997
25.0,DO,3,18,997
100.0,SO,1,18,997
50.0,SO,2,18,997
75.0,SO,3,18,997
80.0,NO,1,19,997
85.0,NO,2,19,997
45.0,NO,3,19,997
94.73684210526316,DO,1,19,997
83.33333333333333,DO,2,19,997
55.0,DO,3,19,997
76.47058823529412,SO,1,19,997
82.3529411764706,SO,2,19,997
78.57142857142857,SO,3,19,997
75.0,NO,1,20,997
45.0,NO,2,20,997
55.0,NO,3,20,997
50.0,DO,1,20,997
42.10526315789474,DO,2,20,997
26.31578947368421,DO,3,20,997
88.23529411764706,SO,1,20,997
45.0,SO,2,20,997
41.1764705882353,SO,3,20,997
100.0,NO,1,1,998
75.0,NO,2,1,998
40.0,NO,3,1,998
100.0,DO,1,1,998
100.0,DO,2,1,998
42.857142857142854,DO,3,1,998
88.23529411764706,SO,1,1,998
100.0,SO,2,1,998
36.36363636363637,SO,3,1,998
100.0,NO,1,2,998
100.0,NO,2,2,998
30.0,NO,3,2,998
100.0,DO,1,2,998
87.5,DO,2,2,998
72.72727272727273,DO,3,2,998
100.0,SO,1,2,998
85.71428571428571,SO,2,2,998
83.33333333333333,SO,3,2,998
85.0,NO,1,3,998
45.0,NO,2,3,998
40.0,NO,3,3,998
93.33333333333333,DO,1,3,998
50.0,DO,2,3,998
72.72727272727273,DO,3,3,998
83.33333333333333,SO,1,3,998
66.66666666666667,SO,2,3,998
72.72727272727273,SO,3,3,998
95.0,NO,1,4,998
40.0,NO,2,4,998
40.0,NO,3,4,998
100.0,DO,1,4,998
66.66666666666667,DO,2,4,998
38.46153846153846,DO,3,4,998
94.44444444444444,SO,1,4,998
25.0,SO,2,4,998
41.666666666666664,SO,3,4,998
95.0,NO,1,5,998
90.0,NO,2,5,998
70.0,NO,3,5,998
100.0,DO,1,5,998
100.0,DO,2,5,998
15.384615384615385,DO,3,5,998
94.73684210526316,SO,1,5,998
92.3076923076923,SO,2,5,998
50.0,SO,3,5,998
75.0,NO,1,6,998
40.0,NO,2,6,998
30.0,NO,3,6,998
80.0,DO,1,6,998
61.111111111111114,DO,2,6,998
53.333333333333336,DO,3,6,998
94.11764705882354,SO,1,6,998
60.0,SO,2,6,998
50.0,SO,3,6,998
85.0,NO,1,7,998
25.0,NO,2,7,998
60.0,NO,3,7,998
85.0,DO,1,7,998
50.0,DO,2,7,998
50.0,DO,3,7,998
92.85714285714286,SO,1,7,998
50.0,SO,2,7,998
33.333333333333336,SO,3,7,998
90.0,NO,1,8,998
25.0,NO,2,8,998
55.0,NO,3,8,998
94.73684210526316,DO,1,8,998
29.41176470588235,DO,2,8,998
35.0,DO,3,8,998
100.0,SO,1,8,998
66.66666666666667,SO,2,8,998
44.44444444444444,SO,3,8,998
85.0,NO,1,9,998
40.0,NO,2,9,998
70.0,NO,3,9,998
88.88888888888889,DO,1,9,998
50.0,DO,2,9,998
52.94117647058823,DO,3,9,998
100.0,SO,1,9,998
0.0,SO,2,9,998
33.333333333333336,SO,3,9,998
75.0,NO,1,10,998
35.0,NO,2,10,998
60.0,NO,3,10,998
94.44444444444444,DO,1,10,998
57.89473684210526,DO,2,10,998
71.42857142857143,DO,3,10,998
100.0,SO,1,10,998
30.0,SO,2,10,998
33.333333333333336,SO,3,10,998
85.0,NO,1,11,998
65.0,NO,2,11,998
50.0,NO,3,11,998
90.0,DO,1,11,998
82.3529411764706,DO,2,11,998
35.294117647058826,DO,3,11,998
100.0,SO,1,11,998
61.53846153846154,SO,2,11,998
50.0,SO,3,11,998
95.0,NO,1,12,998
45.0,NO,2,12,998
65.0,NO,3,12,998
94.44444444444444,DO,1,12,998
45.45454545454545,DO,2,12,998
38.46153846153846,DO,3,12,998
81.25,SO,1,12,998
62.5,SO,2,12,998
42.857142857142854,SO,3,12,998
90.0,NO,1,13,998
50.0,NO,2,13,998
75.0,NO,3,13,998
100.0,DO,1,13,998
53.84615384615385,DO,2,13,998
41.666666666666664,DO,3,13,998
88.23529411764706,SO,1,13,998
70.0,SO,2,13,998
60.0,SO,3,13,998
85.0,NO,1,14,998
65.0,NO,2,14,998
55.0,NO,3,14,998
92.85714285714286,DO,1,14,998
81.81818181818181,DO,2,14,998
20.0,DO,3,14,998
100.0,SO,1,14,998
100.0,SO,2,14,998
63.63636363636363,SO,3,14,998
85.0,NO,1,15,998
75.0,NO,2,15,998
45.0,NO,3,15,998
100.0,DO,1,15,998
94.73684210526316,DO,2,15,998
20.0,DO,3,15,998
100.0,SO,1,15,998
100.0,SO,2,15,998
25.0,SO,3,15,998
100.0,NO,1,16,998
80.0,NO,2,16,998
45.0,NO,3,16,998
100.0,DO,1,16,998
80.0,DO,2,16,998
69.23076923076923,DO,3,16,998
93.75,SO,1,16,998
78.57142857142857,SO,2,16,998
28.571428571428573,SO,3,16,998
100.0,NO,1,17,998
35.0,NO,2,17,998
45.0,NO,3,17,998
100.0,DO,1,17,998
64.28571428571429,DO,2,17,998
58.333333333333336,DO,3,17,998
100.0,SO,1,17,998
20.0,SO,2,17,998
50.0,SO,3,17,998
85.0,NO,1,18,998
85.0,NO,2,18,998
50.0,NO,3,18,998
100.0,DO,1,18,998
83.33333333333333,DO,2,18,998
50.0,DO,3,18,998
100.0,SO,1,18,998
81.81818181818181,SO,2,18,998
75.0,SO,3,18,998
85.0,NO,1,19,998
75.0,NO,2,19,998
60.0,NO,3,19,998
100.0,DO,1,19,998
69.23076923076923,DO,2,19,998
50.0,DO,3,19,998
100.0,SO,1,19,998
93.33333333333333,SO,2,19,998
50.0,SO,3,19,998
95.0,NO,1,20,998
75.0,NO,2,20,998
70.0,NO,3,20,998
95.0,DO,1,20,998
40.0,DO,2,20,998
52.94117647058823,DO,3,20,998
100.0,SO,1,20,998
86.66666666666667,SO,2,20,998
68.75,SO,3,20,998
100.0,NO,1,1,999
60.0,NO,2,1,999
25.0,NO,3,1,999
100.0,DO,1,1,999
55.0,DO,2,1,999
55.0,DO,3,1,999
90.0,SO,1,1,999
60.0,SO,2,1,999
45.0,SO,3,1,999
90.0,NO,1,2,999
60.0,NO,2,2,999
60.0,NO,3,2,999
95.0,DO,1,2,999
40.0,DO,2,2,999
50.0,DO,3,2,999
85.0,SO,1,2,999
60.0,SO,2,2,999
55.0,SO,3,2,999
90.0,NO,1,3,999
80.0,NO,2,3,999
60.0,NO,3,3,999
85.0,DO,1,3,999
95.0,DO,2,3,999
80.0,DO,3,3,999
95.0,SO,1,3,999
80.0,SO,2,3,999
45.0,SO,3,3,999
100.0,NO,1,4,999
75.0,NO,2,4,999
45.0,NO,3,4,999
100.0,DO,1,4,999
90.0,DO,2,4,999
45.0,DO,3,4,999
100.0,SO,1,4,999
95.0,SO,2,4,999
31.57894736842105,SO,3,4,999
80.0,NO,1,5,999
40.0,NO,2,5,999
35.0,NO,3,5,999
90.0,DO,1,5,999
35.294117647058826,DO,2,5,999
14.285714285714286,DO,3,5,999
94.11764705882354,SO,1,5,999
52.94117647058823,SO,2,5,999
26.666666666666668,SO,3,5,999
80.0,NO,1,6,999
55.0,NO,2,6,999
40.0,NO,3,6,999
65.0,DO,1,6,999
47.36842105263158,DO,2,6,999
40.0,DO,3,6,999
72.22222222222223,SO,1,6,999
44.44444444444444,SO,2,6,999
26.666666666666668,SO,3,6,999
95.0,NO,1,7,999
45.0,NO,2,7,999
35.0,NO,3,7,999
73.6842105263158,DO,1,7,999
50.0,DO,2,7,999
26.31578947368421,DO,3,7,999
100.0,SO,1,7,999
50.0,SO,2,7,999
53.84615384615385,SO,3,7,999
80.0,NO,1,8,999
40.0,NO,2,8,999
50.0,NO,3,8,999
88.88888888888889,DO,1,8,999
55.0,DO,2,8,999
55.0,DO,3,8,999
86.66666666666667,SO,1,8,999
46.666666666666664,SO,2,8,999
56.25,SO,3,8,999
90.0,NO,1,9,999
70.0,NO,2,9,999
45.0,NO,3,9,999
89.47368421052632,DO,1,9,999
89.47368421052632,DO,2,9,999
46.15384615384615,DO,3,9,999
93.75,SO,1,9,999
66.66666666666667,SO,2,9,999
54.54545454545455,SO,3,9,999
90.0,NO,1,10,999
50.0,NO,2,10,999
35.0,NO,3,10,999
66.66666666666667,DO,1,10,999
50.0,DO,2,10,999
42.10526315789474,DO,3,10,999
87.5,SO,1,10,999
47.36842105263158,SO,2,10,999
35.294117647058826,SO,3,10,999
90.0,NO,1,11,999
85.0,NO,2,11,999
55.0,NO,3,11,999
88.88888888888889,DO,1,11,999
66.66666666666667,DO,2,11,999
28.571428571428573,DO,3,11,999
100.0,SO,1,11,999
71.42857142857143,SO,2,11,999
16.666666666666668,SO,3,11,999
80.0,NO,1,12,999
75.0,NO,2,12,999
40.0,NO,3,12,999
94.44444444444444,DO,1,12,999
77.77777777777777,DO,2,12,999
60.0,DO,3,12,999
100.0,SO,1,12,999
100.0,SO,2,12,999
50.0,SO,3,12,999
90.0,NO,1,13,999
45.0,NO,2,13,999
25.0,NO,3,13,999
83.33333333333333,DO,1,13,999
58.8235294117647,DO,2,13,999
28.571428571428573,DO,3,13,999
92.85714285714286,SO,1,13,999
46.15384615384615,SO,2,13,999
57.142857142857146,SO,3,13,999
75.0,NO,1,14,999
50.0,NO,2,14,999
40.0,NO,3,14,999
88.23529411764706,DO,1,14,999
41.1764705882353,DO,2,14,999
52.94117647058823,DO,3,14,999
87.5,SO,1,14,999
73.33333333333333,SO,2,14,999
25.0,SO,3,14,999
90.0,NO,1,15,999
35.0,NO,2,15,999
65.0,NO,3,15,999
88.23529411764706,DO,1,15,999
57.142857142857146,DO,2,15,999
82.3529411764706,DO,3,15,999
89.47368421052632,SO,1,15,999
53.333333333333336,SO,2,15,999
69.23076923076923,SO,3,15,999
95.0,NO,1,16,999
60.0,NO,2,16,999
50.0,NO,3,16,999
100.0,DO,1,16,999
70.58823529411765,DO,2,16,999
30.76923076923077,DO,3,16,999
100.0,SO,1,16,999
78.57142857142857,SO,2,16,999
64.28571428571429,SO,3,16,999
100.0,NO,1,17,999
45.0,NO,2,17,999
50.0,NO,3,17,999
100.0,DO,1,17,999
93.33333333333333,DO,2,17,999
40.0,DO,3,17,999
88.23529411764706,SO,1,17,999
70.58823529411765,SO,2,17,999
33.333333333333336,SO,3,17,999
100.0,NO,1,18,999
45.0,NO,2,18,999
70.0,NO,3,18,999
100.0,DO,1,18,999
66.66666666666667,DO,2,18,999
80.0,DO,3,18,999
100.0,SO,1,18,999
57.142857142857146,SO,2,18,999
78.57142857142857,SO,3,18,999
100.0,NO,1,19,999
40.0,NO,2,19,999
65.0,NO,3,19,999
100.0,DO,1,19,999
41.1764705882353,DO,2,19,999
61.53846153846154,DO,3,19,999
88.88888888888889,SO,1,19,999
66.66666666666667,SO,2,19,999
85.71428571428571,SO,3,19,999
90.0,NO,1,20,999
80.0,NO,2,20,999
50.0,NO,3,20,999
100.0,DO,1,20,999
88.88888888888889,DO,2,20,999
42.857142857142854,DO,3,20,999
93.33333333333333,SO,1,20,999
92.85714285714286,SO,2,20,999
44.44444444444444,SO,3,20,999
85.0,NO,1,1,1000
50.0,NO,2,1,1000
50.0,NO,3,1,1000
100.0,DO,1,1,1000
33.333333333333336,DO,2,1,1000
0.0,DO,3,1,1000
100.0,SO,1,1,1000
,SO,2,1,1000
,SO,3,1,1000
100.0,NO,1,2,1000
90.0,NO,2,2,1000
45.0,NO,3,2,1000
100.0,DO,1,2,1000
100.0,DO,2,2,1000
50.0,DO,3,2,1000
100.0,SO,1,2,1000
100.0,SO,2,2,1000
,SO,3,2,1000
95.0,NO,1,3,1000
60.0,NO,2,3,1000
50.0,NO,3,3,1000
100.0,DO,1,3,1000
,DO,2,3,1000
,DO,3,3,1000
,SO,1,3,1000
,SO,2,3,1000
,SO,3,3,1000
80.0,NO,1,4,1000
40.0,NO,2,4,1000
40.0,NO,3,4,1000
100.0,DO,1,4,1000
50.0,DO,2,4,1000
0.0,DO,3,4,1000
100.0,SO,1,4,1000
,SO,2,4,1000
,SO,3,4,1000
95.0,NO,1,5,1000
50.0,NO,2,5,1000
60.0,NO,3,5,1000
100.0,DO,1,5,1000
50.0,DO,2,5,1000
0.0,DO,3,5,1000
100.0,SO,1,5,1000
100.0,SO,2,5,1000
50.0,SO,3,5,1000
90.0,NO,1,6,1000
70.0,NO,2,6,1000
65.0,NO,3,6,1000
100.0,DO,1,6,1000
0.0,DO,2,6,1000
,DO,3,6,1000
100.0,SO,1,6,1000
,SO,2,6,1000
100.0,SO,3,6,1000
60.0,NO,1,7,1000
45.0,NO,2,7,1000
55.0,NO,3,7,1000
100.0,DO,1,7,1000
0.0,DO,2,7,1000
100.0,DO,3,7,1000
100.0,SO,1,7,1000
100.0,SO,2,7,1000
0.0,SO,3,7,1000
80.0,NO,1,8,1000
75.0,NO,2,8,1000
45.0,NO,3,8,1000
100.0,DO,1,8,1000
100.0,DO,2,8,1000
0.0,DO,3,8,1000
100.0,SO,1,8,1000
100.0,SO,2,8,1000
,SO,3,8,1000
90.0,NO,1,9,1000
55.0,NO,2,9,1000
30.0,NO,3,9,1000
100.0,DO,1,9,1000
,DO,2,9,1000
100.0,DO,3,9,1000
100.0,SO,1,9,1000
0.0,SO,2,9,1000
0.0,SO,3,9,1000
100.0,NO,1,10,1000
50.0,NO,2,10,1000
45.0,NO,3,10,1000
100.0,DO,1,10,1000
